,Classification,Discipline,Position,query_text,MatchedUniclassTitle,MatchedUniclassCode,BiEncScore,CrossEncScore,Alternates_CE_Top3,IsConfident
2,Acradis PAA Salary,Design Management,Design Manager - North,Classification: Acradis PAA Salary | Discipline: Design Management | Position: Design Manager - North,Design manager,Ro_50_10_22,0.5543,-3.6704,"[{'title': 'Design roles', 'code': 'Ro_50', 'ce_score': -6.777615547180176}, {'title': 'Building design roles', 'code': 'Ro_50_10', 'ce_score': -7.7109551429748535}]",False
1236,Acradis PAA Salary,Utilities,Designer,Classification: Acradis PAA Salary | Discipline: Utilities | Position: Designer,Principal designer,Ro_30_30_68,0.4567,-8.6621,"[{'title': 'Urban designer', 'code': 'Ro_50_30_94', 'ce_score': -8.719306945800781}, {'title': 'Electrical services engineer', 'code': 'Ro_50_20_30', 'ce_score': -9.630782127380371}]",False
1237,Acradis PAA Salary,Geotechnical,Geotechnical Reviewer,Classification: Acradis PAA Salary | Discipline: Geotechnical | Position: Geotechnical Reviewer,Geotechnical engineer,Ro_50_20_37,0.6403,-3.7454,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': -4.121951580047607}, {'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -7.6795430183410645}]",False
1238,Jacobs PAA Salary,Structures,Engineer/checker,Classification: Jacobs PAA Salary | Discipline: Structures | Position: Engineer/checker,Structural engineer,Ro_50_20_83,0.4807,-6.1013,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -7.5714430809021}, {'title': 'Mechanical services engineer', 'code': 'Ro_50_20_54', 'ce_score': -8.220104217529297}]",False
1239,Acradis PAA Salary,Lighting,Lighting engineer,Classification: Acradis PAA Salary | Discipline: Lighting | Position: Lighting engineer,Lighting designer,Ro_50_10_50,0.5227,-4.8692,"[{'title': 'Electrical services engineer', 'code': 'Ro_50_20_30', 'ce_score': -6.034040451049805}, {'title': 'Fire engineer', 'code': 'Ro_50_20_33', 'ce_score': -6.520754814147949}]",False
1240,Acradis PAA Salary,Project Management,Senior Cost Manager,Classification: Acradis PAA Salary | Discipline: Project Management | Position: Senior Cost Manager,Project manager,Ro_30_10_67,0.5122,-4.6794,"[{'title': 'Cost manager', 'code': 'Ro_10_40_22', 'ce_score': -5.5365142822265625}, {'title': 'Manager', 'code': 'Ro_10_10_50', 'ce_score': -7.028896331787109}]",False
1241,,Drafting,BIM Modeler,Discipline: Drafting | Position: BIM Modeler,Design manager,Ro_50_10_22,0.4815,-9.8556,"[{'title': 'Design roles', 'code': 'Ro_50', 'ce_score': -9.917129516601562}, {'title': 'Surveyor and planner roles', 'code': 'Ro_70_10', 'ce_score': -9.919468879699707}]",False
1242,Arcadis GEC,Drafting,BIM Modeler,Classification: Arcadis GEC | Discipline: Drafting | Position: BIM Modeler,Architectural technologist,Ro_50_10_05,0.4096,-9.9781,"[{'title': 'Design manager', 'code': 'Ro_50_10_22', 'ce_score': -10.144628524780273}, {'title': 'Specification consultant', 'code': 'Ro_30_10_80', 'ce_score': -10.168119430541992}]",False
1243,Arcadis GEC,Drafting,BIM Modeller,Classification: Arcadis GEC | Discipline: Drafting | Position: BIM Modeller,Architectural technologist,Ro_50_10_05,0.3915,-9.9572,"[{'title': 'Specification consultant', 'code': 'Ro_30_10_80', 'ce_score': -10.134568214416504}, {'title': 'Architect', 'code': 'Ro_50_10_03', 'ce_score': -10.170928955078125}]",False
1244,Jacobs PAA Salary,Building Structures,Structural Modeller,Classification: Jacobs PAA Salary | Discipline: Building Structures | Position: Structural Modeller,Structural engineer,Ro_50_20_83,0.5333,-5.213,"[{'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -7.111084461212158}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -7.2876458168029785}]",False
1245,Jacobs PAA Salary,Project Management,Project Controls,Classification: Jacobs PAA Salary | Discipline: Project Management | Position: Project Controls,Project manager,Ro_30_10_67,0.5282,-4.0264,"[{'title': 'Development control officer', 'code': 'Ro_30_30_20', 'ce_score': -4.300948143005371}, {'title': 'Project lead', 'code': 'Ro_30_50_70', 'ce_score': -5.599918365478516}]",False
1246,Acradis PAA Salary,Project Management,Cost Manager - Quantification,Classification: Acradis PAA Salary | Discipline: Project Management | Position: Cost Manager - Quantification,Project manager,Ro_30_10_67,0.5409,-5.4865,"[{'title': 'Cost manager', 'code': 'Ro_10_40_22', 'ce_score': -5.798724174499512}, {'title': 'Cost consultant', 'code': 'Ro_30_10_22', 'ce_score': -7.315376281738281}]",False
1247,Acradis PAA Salary,Project Management,Assistant Cost Manager,Classification: Acradis PAA Salary | Discipline: Project Management | Position: Assistant Cost Manager,Project manager,Ro_30_10_67,0.4856,-4.6831,"[{'title': 'Cost manager', 'code': 'Ro_10_40_22', 'ce_score': -5.2273125648498535}, {'title': 'Procurement manager', 'code': 'Ro_30_10_65', 'ce_score': -7.209754943847656}]",False
1248,Acradis PAA Salary,Project Management,Cost Manager,Classification: Acradis PAA Salary | Discipline: Project Management | Position: Cost Manager,Project manager,Ro_30_10_67,0.5111,-4.7251,"[{'title': 'Cost manager', 'code': 'Ro_10_40_22', 'ce_score': -4.8632378578186035}, {'title': 'Cost consultant', 'code': 'Ro_30_10_22', 'ce_score': -6.693626403808594}]",False
1249,Acradis PAA Salary,,,Classification: Acradis PAA Salary,Associate,Ro_10_10_05,0.3585,-11.1661,"[{'title': 'Chief financial officer', 'code': 'Ro_10_10_16', 'ce_score': -11.317482948303223}, {'title': 'Facilities manager', 'code': 'Ro_10_40_30', 'ce_score': -11.327509880065918}]",False
1250,Acradis PAA Salary,,,Classification: Acradis PAA Salary,Associate,Ro_10_10_05,0.3585,-11.1661,"[{'title': 'Chief financial officer', 'code': 'Ro_10_10_16', 'ce_score': -11.317482948303223}, {'title': 'Facilities manager', 'code': 'Ro_10_40_30', 'ce_score': -11.327509880065918}]",False
1251,Acradis PAA Salary,Project Management,Document Controller,Classification: Acradis PAA Salary | Discipline: Project Management | Position: Document Controller,Project manager,Ro_30_10_67,0.4694,-5.9012,"[{'title': 'Development control officer', 'code': 'Ro_30_30_20', 'ce_score': -6.878298759460449}, {'title': 'Planning officer', 'code': 'Ro_30_30_65', 'ce_score': -8.289490699768066}]",False
1252,Jacobs PAA Salary,Digital Engineering,Digital Engineering Manager,Classification: Jacobs PAA Salary | Discipline: Digital Engineering | Position: Digital Engineering Manager,Digital engineer,Ro_50_20_26,0.5384,-1.2901,"[{'title': 'Telecommunication engineer', 'code': 'Ro_50_20_88', 'ce_score': -5.322121620178223}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -5.368895053863525}]",False
1253,,Digital Engineering,Power BI Support,Discipline: Digital Engineering | Position: Power BI Support,Digital engineer,Ro_50_20_26,0.5992,-1.3582,"[{'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -6.702025890350342}, {'title': 'Electrical services engineer', 'code': 'Ro_50_20_30', 'ce_score': -6.85719108581543}]",False
1254,Acradis PAA Salary,Structures,Principal Technician,Classification: Acradis PAA Salary | Discipline: Structures | Position: Principal Technician,Principal,Ro_10_10_70,0.4712,-6.0405,"[{'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -6.6694135665893555}, {'title': 'Principal designer', 'code': 'Ro_30_30_68', 'ce_score': -7.861501693725586}]",False
1255,Jacobs PAA Salary,Structures,,Classification: Jacobs PAA Salary | Discipline: Structures,Construction manager,Ro_70_65_15,0.3681,-10.2537,"[{'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -10.28015422821045}, {'title': 'Principal contractor', 'code': 'Ro_30_30_67', 'ce_score': -10.923381805419922}]",False
1256,Acradis PAA Salary,ITS (Surface),Senior Engineer,Classification: Acradis PAA Salary | Discipline: ITS (Surface) | Position: Senior Engineer,Structural engineer,Ro_50_20_83,0.4689,-7.5827,"[{'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -7.85680627822876}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -7.904903411865234}]",False
1257,Jacobs PAA Salary,Design Management,Landscape Architecture Independent Verifier,Classification: Jacobs PAA Salary | Discipline: Design Management | Position: Landscape Architecture Independent Verifier,Landscape architect,Ro_50_30_47,0.5987,-5.0803,"[{'title': 'Landscape designer', 'code': 'Ro_50_30_48', 'ce_score': -5.529515266418457}, {'title': 'Landscape maintenance operative', 'code': 'Ro_70_50_46', 'ce_score': -7.024756908416748}]",False
1258,Jacobs PAA Salary,Drafting,Drafter,Classification: Jacobs PAA Salary | Discipline: Drafting | Position: Drafter,Carpenter,Ro_70_50_12,0.3484,-9.5887,"[{'title': 'Building trades', 'code': 'Ro_70_50', 'ce_score': -10.045074462890625}, {'title': 'Procurement manager', 'code': 'Ro_30_10_65', 'ce_score': -10.045251846313477}]",False
1259,,Structures,DRAFTER / BIM MODELLER,Discipline: Structures | Position: DRAFTER / BIM MODELLER,Architectural technologist,Ro_50_10_05,0.4553,-9.6515,"[{'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -9.932748794555664}, {'title': 'Architectural designer', 'code': 'Ro_50_10_04', 'ce_score': -10.347124099731445}]",False
1260,,Digital Engineering,Data Engineer,Discipline: Digital Engineering | Position: Data Engineer,Digital engineer,Ro_50_20_26,0.7602,1.8808,"[{'title': 'Data specialist', 'code': 'Ro_50_20_21', 'ce_score': -1.007493257522583}, {'title': 'Telecommunication engineer', 'code': 'Ro_50_20_88', 'ce_score': -4.011402130126953}]",True
1261,Experienced drafter/modeller,,TBC - Lighting Modeler (P23),Classification: Experienced drafter/modeller | Position: TBC - Lighting Modeler (P23),Lighting designer,Ro_50_10_50,0.4777,-6.5256,"[{'title': 'Technician', 'code': 'Ro_10_10_88', 'ce_score': -8.066938400268555}, {'title': 'Electrician', 'code': 'Ro_70_60_27', 'ce_score': -8.109480857849121}]",False
1262,Engineer 2,,Lighting Designer (P8a),Classification: Engineer 2 | Position: Lighting Designer (P8a),Lighting designer,Ro_50_10_50,0.6742,-0.5243,"[{'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -4.203619003295898}, {'title': 'Electrical services engineer', 'code': 'Ro_50_20_30', 'ce_score': -4.8377685546875}]",False
1263,,Drafting,Senior BIM Modeler,Discipline: Drafting | Position: Senior BIM Modeler,Design roles,Ro_50,0.509,-9.2833,"[{'title': 'Surveyor and planner roles', 'code': 'Ro_70_10', 'ce_score': -9.48049545288086}, {'title': 'Design manager', 'code': 'Ro_50_10_22', 'ce_score': -9.498376846313477}]",False
1264,,Utilities,Utilities Designer,Discipline: Utilities | Position: Utilities Designer,Utilities surveyor,Ro_70_10_93,0.5345,-1.6571,"[{'title': 'Electrical services engineer', 'code': 'Ro_50_20_30', 'ce_score': -5.912353038787842}, {'title': 'Design roles', 'code': 'Ro_50', 'ce_score': -6.346120834350586}]",False
1265,Acradis PAA Salary,Environment,Environmental Consultant,Classification: Acradis PAA Salary | Discipline: Environment | Position: Environmental Consultant,Environmental consultant,Ro_70_30_28,0.6134,-2.0558,"[{'title': 'Environmental officer', 'code': 'Ro_30_30_26', 'ce_score': -4.700154781341553}, {'title': 'Sustainability consultant', 'code': 'Ro_70_30_85', 'ce_score': -4.770218372344971}]",False
1266,Acradis PAA Salary,Project Management,Associate Director - Cost & Commercial Management,Classification: Acradis PAA Salary | Discipline: Project Management | Position: Associate Director - Cost & Commercial Management,Project manager,Ro_30_10_67,0.4692,-4.6618,"[{'title': 'Cost manager', 'code': 'Ro_10_40_22', 'ce_score': -6.548811435699463}, {'title': 'Managing director', 'code': 'Ro_10_10_53', 'ce_score': -7.040519714355469}]",False
1267,,Drainage,Drainage Engineer (Digital Engineering Support),Discipline: Drainage | Position: Drainage Engineer (Digital Engineering Support),Drainage engineer,Ro_50_20_28,0.828,1.7317,"[{'title': 'Digital engineer', 'code': 'Ro_50_20_26', 'ce_score': -1.3897104263305664}, {'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -3.9123635292053223}]",True
1268,Jacobs PAA Salary,Building Services,Revit modeller,Classification: Jacobs PAA Salary | Discipline: Building Services | Position: Revit modeller,Building services engineer,Ro_50_20_08,0.4831,-5.6356,"[{'title': 'Building surveyor', 'code': 'Ro_70_10_11', 'ce_score': -7.490678310394287}, {'title': 'Building control officer', 'code': 'Ro_30_30_09', 'ce_score': -8.066038131713867}]",False
1269,Jacobs PAA Salary,Project Management,Operations Coordinator,Classification: Jacobs PAA Salary | Discipline: Project Management | Position: Operations Coordinator,Project manager,Ro_30_10_67,0.4942,-4.4107,"[{'title': 'Temporary works coordinator', 'code': 'Ro_70_65_84', 'ce_score': -6.801827907562256}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -6.826561450958252}]",False
1270,Acradis PAA Salary,Structures,CPS (Technical Director),Classification: Acradis PAA Salary | Discipline: Structures | Position: CPS (Technical Director),Managing director,Ro_10_10_53,0.4366,-7.5747,"[{'title': 'Facilities manager', 'code': 'Ro_10_40_30', 'ce_score': -8.855530738830566}, {'title': 'Building control officer', 'code': 'Ro_30_30_09', 'ce_score': -8.894709587097168}]",False
1271,Acradis PAA Salary,Design Management,Design Management,Classification: Acradis PAA Salary | Discipline: Design Management | Position: Design Management,Design manager,Ro_50_10_22,0.538,-3.2961,"[{'title': 'Design roles', 'code': 'Ro_50', 'ce_score': -6.005640983581543}, {'title': 'Engineering design roles', 'code': 'Ro_50_20', 'ce_score': -6.876959800720215}]",False
1272,Jacobs PAA Salary,Structures,modeler/drafter,Classification: Jacobs PAA Salary | Discipline: Structures | Position: modeler/drafter,Construction manager,Ro_70_65_15,0.3993,-9.2153,"[{'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -9.422423362731934}, {'title': 'Architect', 'code': 'Ro_50_10_03', 'ce_score': -10.014004707336426}]",False
1273,Jacobs PAA Salary,Project Management,Commercial & Project Management,Classification: Jacobs PAA Salary | Discipline: Project Management | Position: Commercial & Project Management,Project manager,Ro_30_10_67,0.5021,-4.1333,"[{'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -6.523052215576172}, {'title': 'Management consultant', 'code': 'Ro_10_40_52', 'ce_score': -7.28721809387207}]",False
1274,Jacobs PAA Salary,Tunnels,Tunnel Engineer,Classification: Jacobs PAA Salary | Discipline: Tunnels | Position: Tunnel Engineer,Tunnel engineer,Ro_50_20_91,0.6445,-2.4116,"[{'title': 'Bridge engineer', 'code': 'Ro_50_20_06', 'ce_score': -5.697994232177734}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.919788360595703}]",False
1275,,,Housing Allowance,Position: Housing Allowance,Facilities manager,Ro_10_40_30,0.4683,-9.4764,"[{'title': 'Employer', 'code': 'Ro_10_20_26', 'ce_score': -9.872781753540039}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -10.130111694335938}]",False
1276,Jacobs PAA Salary,Sustainability,Environmental management - Contamination,Classification: Jacobs PAA Salary | Discipline: Sustainability | Position: Environmental management - Contamination,Sustainability assessor,Ro_70_30_84,0.5222,-6.1862,"[{'title': 'Sustainability consultant', 'code': 'Ro_70_30_85', 'ce_score': -6.200094699859619}, {'title': 'Environmental officer', 'code': 'Ro_30_30_26', 'ce_score': -6.461777687072754}]",False
1277,Jacobs PAA Salary,Drafting,Revit Modeller / Drafting,Classification: Jacobs PAA Salary | Discipline: Drafting | Position: Revit Modeller / Drafting,Surveyor and planner roles,Ro_70_10,0.3927,-9.5061,"[{'title': 'Carpenter', 'code': 'Ro_70_50_12', 'ce_score': -9.59749984741211}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -9.641839981079102}]",False
1278,Jacobs PAA Salary,Traffic Modelling,Engineer - Temporary Traffic Management,Classification: Jacobs PAA Salary | Discipline: Traffic Modelling | Position: Engineer - Temporary Traffic Management,Traffic engineer,Ro_50_20_90,0.6527,-4.2282,"[{'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'ce_score': -5.644638538360596}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -6.341897010803223}]",False
1279,Acradis PAA Salary,Environment,Environmental Scientist,Classification: Acradis PAA Salary | Discipline: Environment | Position: Environmental Scientist,Environmental officer,Ro_30_30_26,0.583,-5.0994,"[{'title': 'Environmental consultant', 'code': 'Ro_70_30_28', 'ce_score': -5.368602275848389}, {'title': 'Environmental assessor', 'code': 'Ro_70_30_27', 'ce_score': -5.416694641113281}]",False
1280,Acradis PAA Salary,Project Management,Commercial Advisor,Classification: Acradis PAA Salary | Discipline: Project Management | Position: Commercial Advisor,Project manager,Ro_30_10_67,0.4588,-5.5524,"[{'title': 'Technical advisor', 'code': 'Ro_10_20_88', 'ce_score': -7.2542195320129395}, {'title': 'Management consultant', 'code': 'Ro_10_40_52', 'ce_score': -7.856039524078369}]",False
1281,Jacobs PAA Salary,Road Civil,Civil Engineer - SIgns and Pavement Marking,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Civil Engineer - SIgns and Pavement Marking,Civil engineer,Ro_50_20_11,0.4778,-4.2998,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -6.617206573486328}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -6.7895355224609375}]",False
1282,Jacobs PAA Salary,Geotechnical,Geotechnical Engineer,Classification: Jacobs PAA Salary | Discipline: Geotechnical | Position: Geotechnical Engineer,Geotechnical engineer,Ro_50_20_37,0.6633,-1.4032,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': -3.33477783203125}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.825456142425537}]",False
1283,Jacobs PAA Salary,Environment,Senior Associate Climate Response,Classification: Jacobs PAA Salary | Discipline: Environment | Position: Senior Associate Climate Response,Environmental officer,Ro_30_30_26,0.469,-5.1404,"[{'title': 'Associate', 'code': 'Ro_10_10_05', 'ce_score': -5.367472171783447}, {'title': 'Environmental assessor', 'code': 'Ro_70_30_27', 'ce_score': -5.888027667999268}]",False
1284,Jacobs PAA Salary,Geotechnical,Verifier (Contaminated Land),Classification: Jacobs PAA Salary | Discipline: Geotechnical | Position: Verifier (Contaminated Land),Geotechnical engineer,Ro_50_20_37,0.526,-5.4054,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': -6.009329795837402}, {'title': 'Land surveyor', 'code': 'Ro_70_10_46', 'ce_score': -8.564998626708984}]",False
